operon_no.	start_gene	last_gene	start_position	last_position	strand	in_operon	P1	P2	P3	P4	TSS type	number of TSS	internal 	flag	non-coding	RNA
1821	CCNA_03108	CCNA_03108	3260856	3257575	-	n	3260928	x	x	x	TRUE	1	n	simple	0	x
1818	CCNA_03105	CCNA_03105	3256478	3255828	-	n	3256478	x	x	x	TRUE	1	n	simple	0	x
1816	CCNA_03102	CCNA_03101	3253851	3251453	-	y	3253895	x	x	x	POTENTIAL	1	n	simple	0	x
1815	CCNA_03100	CCNA_03099	3251355	3250343	-	y	3251405	x	x	x	TRUE	1	y	complex	0	x
1813	CCNA_03097	CCNA_03097	3249202	3248201	-	n	3249241	x	x	x	TRUE	1	n	simple	0	x
1812	CCNA_03096	CCNA_03096	3247684	3245189	-	n	x	x	x	x	NO	0	n	simple	0	x
1811	CCNA_03095	CCNA_03094	3245026	3242864	-	y	3245026	x	x	x	TRUE	1	y	complex	0	x
1808	CCNA_03090	CCNA_03089	3240220	3238826	-	y	3240247	x	x	x	TRUE	1	y	complex	0	x
1805	CCNA_03086	CCNA_03086	3236024	3235578	-	n	3236038	x	x	x	POTENTIAL	1	n	simple	0	x
1804	CCNA_03085	CCNA_03085	3235514	3234537	-	n	x	x	x	x	NO	0	n	simple	0	x
1803	CCNA_03084	CCNA_03084	3234393	3233155	-	n	3234414	x	x	x	TRUE	1	n	simple	0	x
1802	CCNA_03083	CCNA_03083	3233052	3231328	-	n	x	x	x	x	NO	0	n	simple	0	x
1801	CCNA_03082	CCNA_03082	3230597	3229845	-	n	3230751	3230740	3230664	3230646	TRUE	multiple	n	complex	0	x
1800	CCNA_03081	CCNA_03884	3229471	3228846	-	y	x	x	x	x	NO	0	n	simple	0	x
1799	CCNA_03080	CCNA_03079	3228828	3228294	-	y	3228841	x	x	x	TRUE	1	n	simple	0	x
1793	CCNA_03067	CCNA_03067	3219960	3219562	-	n	x	x	x	x	NO	0	n	simple	0	x
1792	CCNA_03066	CCNA_03066	3219419	3217329	-	n	3219463	3219449	x	x	TRUE	multiple	y	complex	0	x
1790	CCNA_03064	CCNA_03063	3216766	3215326	-	y	3216806	x	x	x	TRUE	1	n	simple	0	x
1789	CCNA_03062	CCNA_03062	3214908	3213796	-	n	3215042	x	x	x	TRUE	1	n	simple	0	x
1786	CCNA_03059	CCNA_03057	3212571	3210738	-	y	3212595	x	x	x	POTENTIAL	1	n	simple	0	x
1784	CCNA_03056	CCNA_03056	3210639	3210250	-	n	3210677	x	x	x	TRUE	1	n	simple	0	x
1783	CCNA_03055	CCNA_03055	3209055	3208375	-	n	3209151	x	x	x	POTENTIAL	1	n	simple	0	x
1780	CCNA_03052	CCNA_03052	3207347	3206175	-	n	3207347	x	x	x	POTENTIAL	1	n	simple	0	x
1779	CCNA_03051	CCNA_03051	3205971	3205573	-	n	3206028	x	x	x	POTENTIAL	1	n	simple	0	x
1778	CCNA_03050	CCNA_03050	3205394	3204621	-	n	3205394	x	x	x	TRUE	1	n	simple	0	x
1777	CCNA_03049	CCNA_03047	3204485	3200639	-	y	x	x	x	x	NO	0	y	complex	0	x
1774	CCNA_03043	CCNA_03043	3198702	3198523	-	n	3198774	x	x	x	TRUE	1	n	simple	0	x
1774.1	CCNA_03042	CCNA_03042	3198348	3197836	-	n	3198374	x	x	x	TRUE	1	n	simple	0	x
1773	CCNA_03041	CCNA_03035	3197646	3189178	-	y	3197729	x	x	x	TRUE	1	y	complex	0	x
1772	CCNA_03034	CCNA_03034	3189102	3188908	-	n	3189129	x	x	x	TRUE	1	n	simple	0	x
1770	CCNA_03032	CCNA_03031	3187988	3185752	-	y	3188065	x	x	x	TRUE	1	n	simple	0	x
1768	CCNA_03029	CCNA_03028	3184695	3183110	-	y	3184722	x	x	x	TRUE	1	n	simple	0	x
1765	CCNA_03024	CCNA_03021	3180197	3175645	-	y	3180223	x	x	x	TRUE	1	n	simple	0	x
1763	CCNA_03019	CCNA_03019	3174431	3171579	-	n	x	x	x	x	NO	0	n	simple	0	x
1762	CCNA_03017	CCNA_03014	3170129	3167565	-	y	x	x	x	x	NO	0	y	complex	1	CCNA_R0178
1760	CCNA_03011	CCNA_03011	3165085	3164576	-	n	3165273	x	x	x	TRUE	1	y	complex	0	x
1759	CCNA_03010	CCNA_03010	3164485	3164069	-	n	3164513	x	x	x	TRUE	1	n	simple	0	x
1756	CCNA_03002	CCNA_03002	3156322	3155705	-	n	3156322	x	x	x	TRUE	1	n	simple	0	x
1755	CCNA_03001	CCNA_03001	3155507	3155223	-	n	3155538	x	x	x	TRUE	1	n	simple	0	x
1754	CCNA_03000	CCNA_02999	3155121	3153497	-	y	x	x	x	x	NO	0	n	simple	0	x
1751	CCNA_02997	CCNA_02996	3152816	3151281	-	y	3152957	x	x	x	TRUE	1	n	simple	0	x
1749	CCNA_02994	CCNA_02994	3150156	3146857	-	n	3150221	x	x	x	TRUE	1	n	simple	0	x
1748	CCNA_02993	CCNA_02992	3146679	3144917	-	y	x	x	x	x	NO	0	n	simple	0	x
1742	CCNA_02986	CCNA_02986	3142415	3140496	-	n	3142459	x	x	x	TRUE	1	n	simple	0	x
1739	CCNA_02980	CCNA_02979	3136372	3134421	-	y	3136372	x	x	x	TRUE	1	y	complex	0	x
1736	CCNA_02976	CCNA_02976	3131838	3131479	-	n	3131862	x	x	x	TRUE	1	n	simple	0	x
1734	CCNA_02972	CCNA_02972	3128749	3128129	-	n	3128749	x	x	x	POTENTIAL	1	n	simple	0	x
1733	CCNA_02971	CCNA_02971	3128053	3127025	-	n	3128095	x	x	x	TRUE	1	n	simple	0	x
1732.5	CCNA_03883	CCNA_03902	3125986	3125238	-	y	x	x	x	x	NO	0	n	simple	0	x
1731	CCNA_02966	CCNA_02965	3122720	3120990	-	y	3122848	3122738	x	x	TRUE	multiple	n	complex	0	x
1729	CCNA_03984	CCNA_02963	3119790	3119317	-	y	3119822	x	x	x	TRUE	1	n	simple	0	x
1727	CCNA_02961	CCNA_02961	3118651	3117581	-	n	3118670	x	x	x	TRUE	1	n	simple	0	x
1724	CCNA_02957	CCNA_02955	3116042	3114400	-	y	x	x	x	x	NO	0	n	simple	0	x
1719	CCNA_02945	CCNA_02945	3106648	3104687	-	n	x	x	x	x	NO	0	n	simple	0	x
1711	CCNA_02935	CCNA_02935	3097171	3094958	-	n	3097187	x	x	x	TRUE	1	n	simple	0	x
1707	CCNA_02931	CCNA_02931	3091857	3091612	-	n	3091871	x	x	x	TRUE	1	n	simple	0	x
1706	CCNA_02930	CCNA_02930	3091450	3090917	-	n	3091482	x	x	x	TRUE	1	y	complex	1	CCNA_R0176
1702	CCNA_02924	CCNA_02924	3086489	3086211	-	n	3086642	x	x	x	TRUE	1	n	simple	0	x
1701	CCNA_02923	CCNA_02923	3085839	3082765	-	n	x	x	x	x	NO	0	n	simple	0	x
1700	CCNA_02922	CCNA_02922	3082462	3082319	-	n	3082478	x	x	x	TRUE	1	n	simple	0	x
1696	CCNA_02910	CCNA_02910	3069331	3066392	-	n	3069410	x	x	x	TRUE	1	n	simple	0	x
1694	CCNA_02908	CCNA_02908	3064684	3063971	-	n	3064684	x	x	x	POTENTIAL	1	n	simple	0	x
1690	CCNA_02902	CCNA_02902	3058752	3056617	-	n	x	x	x	x	NO	0	n	simple	0	x
1689	CCNA_02901	CCNA_02900	3056206	3053174	-	y	3056212	x	x	x	TRUE	1	n	simple	0	x
1685	CCNA_02895	CCNA_02895	3046756	3043535	-	n	3047025	x	x	x	TRUE	1	n	simple	0	x
1684	CCNA_02894	CCNA_02893	3043390	3040378	-	y	x	x	x	x	NO	0	y	complex	0	x
1680	CCNA_02889	CCNA_02889	3037959	3037453	-	n	3038002	x	x	x	TRUE	1	n	simple	0	x
1676	CCNA_02884	CCNA_02884	3033622	3032855	-	n	x	x	x	x	NO	0	n	simple	0	x
1675	CCNA_02883	CCNA_02882	3032707	3030666	-	y	x	x	x	x	NO	0	n	simple	0	x
1673	CCNA_02880	CCNA_02880	3028719	3027016	-	n	x	x	x	x	NO	0	n	simple	0	x
1672	CCNA_02879	CCNA_02879	3026885	3026790	-	n	x	x	x	x	NO	0	n	simple	0	x
1671	CCNA_02878	CCNA_02878	3026715	3026557	-	n	3026803	x	x	x	POTENTIAL	1	n	simple	0	x
1670	CCNA_02877	CCNA_02874	3025917	3023772	-	y	x	x	x	x	NO	0	n	simple	0	x
1667	CCNA_02872	CCNA_02872	3023239	3022019	-	n	x	x	x	x	NO	0	n	simple	0	x
1666	CCNA_03882	CCNA_02870	3021876	3020768	-	y	x	x	x	x	NO	0	n	simple	0	x
1665	CCNA_02869	CCNA_02867	3020612	3019649	-	y	x	x	x	x	NO	0	n	simple	0	x
1661	CCNA_02865	CCNA_02863	3018863	3016985	-	y	x	x	x	x	NO	0	n	simple	0	x
1660	CCNA_02862	CCNA_02861	3016860	3013149	-	y	x	x	x	x	NO	0	n	simple	0	x
1658	CCNA_02860	CCNA_02860	3013060	3012116	-	n	3013084	x	x	x	TRUE	1	n	simple	0	x
1657	CCNA_02859	CCNA_02856	3011953	3009579	-	y	3011967	x	x	x	POTENTIAL	1	y	complex	0	x
1656	CCNA_02855	CCNA_02853	3009450	3006909	-	y	3009491	3009450	x	x	POTENTIAL	multiple	n	simple	0	x
1655	CCNA_02852	CCNA_02852	3006748	3005378	-	n	x	x	x	x	NO	0	y	complex	0	x
1653	CCNA_02850	CCNA_02847	3004585	3000402	-	y	3004585	x	x	x	TRUE	1	n	simple	0	x
1652	CCNA_02846	CCNA_02846	3000222	2998630	-	n	3000365	3000314	3000301	x	TRUE	multiple	n	complex	0	x
1651	CCNA_02845	CCNA_02842	2998187	2995539	-	y	2998264	2998223	x	x	TRUE	multiple	y	complex	0	x
1648	CCNA_02839	CCNA_02839	2994175	2991299	-	n	2994175	x	x	x	POTENTIAL	1	n	simple	0	x
1647	CCNA_02838	CCNA_02833	2991021	2987156	-	y	x	x	x	x	NO	0	y	complex	0	x
2415	CCNA_03980	CCNA_03980	2984720	2984595	-	n	2984834	x	x	x	TRUE	1	n	simple	0	x
1640	CCNA_02823	CCNA_02823	2980037	2979912	-	n	2980257	x	x	x	TRUE	1	y	complex	0	x
1639	CCNA_03978	CCNA_02821	2979816	2977478	-	y	2980021	2979890	2979865	x	TRUE	multiple	y	complex	0	x
1636	CCNA_02819	CCNA_02819	2975355	2975200	-	n	2975420	x	x	x	POTENTIAL	1	n	simple	0	x
1634	CCNA_02817	CCNA_02817	2974182	2973979	-	n	2974312	x	x	x	TRUE	1	n	simple	0	x
1633	CCNA_02816	CCNA_02815	2973908	2971567	-	y	x	x	x	x	NO	0	n	simple	0	x
1627	CCNA_02801	CCNA_02801	2959330	2958323	-	n	x	x	x	x	NO	0	n	simple	0	x
1625	CCNA_02798	CCNA_02798	2957080	2956406	-	n	x	x	x	x	NO	0	n	simple	0	x
1624	CCNA_02797	CCNA_02796	2956338	2955973	-	y	x	x	x	x	NO	0	n	simple	0	x
1623	CCNA_02795	CCNA_02794	2955908	2953501	-	y	x	x	x	x	NO	0	n	simple	0	x
1619	CCNA_02789	CCNA_02789	2946023	2945814	-	n	x	x	x	x	NO	0	n	simple	0	x
1618	CCNA_02788	CCNA_02788	2945736	2945506	-	n	x	x	x	x	NO	0	y	complex	0	x
1616	CCNA_02782	CCNA_02782	2940454	2939969	-	n	2940670	x	x	x	TRUE	1	n	simple	0	x
1613	CCNA_02777	CCNA_02777	2936341	2936207	-	n	2936633	x	x	x	TRUE	1	y	complex	0	x
1612	CCNA_02776	CCNA_02776	2936026	2934572	-	n	2936251	2936239	x	x	TRUE	multiple	n	complex	0	x
1611	CCNA_02775	CCNA_02775	2934473	2934282	-	n	x	x	x	x	NO	0	y	complex	0	x
1608	CCNA_02770	CCNA_02764	2931532	2926215	-	y	x	x	x	x	NO	0	y	complex	0	x
1602	CCNA_02756	CCNA_02756	2920831	2920073	-	n	2920965	x	x	x	POTENTIAL	1	n	simple	0	x
1600	CCNA_02754	CCNA_02754	2919263	2917965	-	n	2919278	x	x	x	TRUE	1	n	simple	0	x
1599	CCNA_02753	CCNA_02753	2917471	2915012	-	n	x	x	x	x	NO	0	n	simple	0	x
1598	CCNA_02752	CCNA_02752	2914843	2912771	-	n	2914898	x	x	x	TRUE	1	n	simple	0	x
1597	CCNA_02751	CCNA_02749	2912677	2910514	-	y	x	x	x	x	NO	0	n	simple	0	x
1595	CCNA_02747	CCNA_02747	2910127	2909315	-	n	2910147	x	x	x	TRUE	1	n	simple	0	x
1593	CCNA_02745	CCNA_02745	2908183	2907542	-	n	2908183	x	x	x	POTENTIAL	1	n	simple	0	x
1592	CCNA_02744	CCNA_02744	2907182	2906466	-	n	x	x	x	x	NO	0	n	simple	0	x
1591	CCNA_02743	CCNA_02742	2906294	2902466	-	y	2906322	x	x	x	POTENTIAL	1	n	simple	0	x
1588	CCNA_02740	CCNA_02739	2901381	2899970	-	y	x	x	x	x	NO	0	n	simple	0	x
2412	CCNA_03974	CCNA_03974	2899896	2899489	-	n	x	x	x	x	NO	0	n	simple	0	x
1586	CCNA_02737	CCNA_02737	2898928	2898473	-	n	2898928	x	x	x	TRUE	1	n	simple	0	x
1584	CCNA_02735	CCNA_02733	2897845	2895430	-	y	x	x	x	x	NO	0	y	complex	0	x
1582	CCNA_02732	CCNA_02731	2895169	2894158	-	y	2895210	x	x	x	TRUE	1	n	simple	0	x
1578	CCNA_02726	CCNA_02726	2889817	2889287	-	n	2889918	2889874	x	x	TRUE	multiple	y	complex	0	x
1577	CCNA_02725	CCNA_02724	2888995	2886373	-	y	2889018	x	x	x	TRUE	1	n	simple	0	x
1575	CCNA_02722	CCNA_02722	2885654	2884725	-	n	2885832	2885684	x	x	TRUE	multiple	n	complex	0	x
1571	CCNA_02710	CCNA_02710	2870272	2869616	-	n	2870272	x	x	x	POTENTIAL	1	n	simple	0	x
1571.1	CCNA_02709	CCNA_02709	2869543	2869112	-	n	2869567	x	x	x	TRUE	1	n	simple	0	x
1567	CCNA_02705	CCNA_02705	2862051	2861842	-	n	2862103	x	x	x	TRUE	1	n	simple	0	x
1565	CCNA_02703	CCNA_02699	2859109	2852575	-	y	2859235	x	x	x	POTENTIAL	1	n	simple	0	x
1563	CCNA_02694	CCNA_02694	2849238	2848273	-	n	x	x	x	x	NO	0	n	simple	0	x
1562	CCNA_02693	CCNA_02693	2848015	2846063	-	n	2848052	2848045	x	x	TRUE	multiple	y	complex	0	x
1561	CCNA_02692	CCNA_02692	2845935	2845243	-	n	x	x	x	x	NO	0	n	simple	0	x
1556	CCNA_02683	CCNA_02682	2837312	2835214	-	y	x	x	x	x	NO	0	n	simple	0	x
1554	CCNA_02680	CCNA_02680	2833680	2832742	-	n	2833722	x	x	x	POTENTIAL	1	n	simple	0	x
1553	CCNA_02679	CCNA_02678	2832590	2830944	-	y	2832646	x	x	x	TRUE	1	n	simple	0	x
1551	CCNA_02676	CCNA_02676	2830155	2829259	-	n	2830189	2830170	x	x	TRUE	multiple	n	complex	0	x
1547	CCNA_02672	CCNA_02672	2825121	2824657	-	n	2825121	x	x	x	TRUE	1	y	complex	0	x
1547.1	CCNA_02671	CCNA_02668	2824536	2820665	-	y	2824573	x	x	x	TRUE	1	y	complex	0	x
1542	CCNA_02664	CCNA_02664	2818530	2818096	-	n	2818575	x	x	x	TRUE	1	n	simple	0	x
1541	CCNA_02663	CCNA_02662	2817884	2815723	-	y	2817921	x	x	x	TRUE	1	y	complex	0	x
1538	CCNA_02658	CCNA_02656	2811589	2809368	-	y	2811605	x	x	x	TRUE	1	n	simple	0	x
1535	CCNA_02655	CCNA_02655	2809300	2808776	-	n	x	x	x	x	NO	0	n	simple	0	x
1531	CCNA_02651	CCNA_02649	2805407	2803178	-	y	x	x	x	x	NO	0	n	simple	0	x
1529	CCNA_02647	CCNA_02647	2801722	2800802	-	n	x	x	x	x	NO	0	n	simple	0	x
1528	CCNA_02646	CCNA_02638	2799961	2789113	-	y	2800019	x	x	x	TRUE	1	y	complex	0	x
1525	CCNA_02635	CCNA_02634	2787501	2785244	-	y	2787501	x	x	x	POTENTIAL	1	n	simple	0	x
1524	CCNA_02633	CCNA_02633	2785158	2782798	-	n	2785185	x	x	x	TRUE	1	n	simple	0	x
1522	CCNA_02631	CCNA_02631	2781770	2781597	-	n	x	x	x	x	NO	0	n	simple	0	x
1520	CCNA_02629	CCNA_02628	2781007	2778529	-	y	2781007	x	x	x	TRUE	1	n	simple	0	x
1519	CCNA_02627	CCNA_02627	2778310	2776907	-	n	2778327	x	x	x	TRUE	1	n	simple	0	x
1518	CCNA_02626	CCNA_02624	2776684	2773477	-	y	x	x	x	x	NO	0	y	complex	0	x
1518.1	CCNA_03971	CCNA_02623	2773205	2771579	-	y	2773216	x	x	x	TRUE	1	y	complex	0	x
1517	CCNA_02622	CCNA_02622	2771456	2769600	-	n	2771475	x	x	x	POTENTIAL	1	n	simple	0	x
1513	CCNA_02618	CCNA_02618	2767070	2766600	-	n	2767101	x	x	x	POTENTIAL	1	n	simple	0	x
1512	CCNA_02617	CCNA_02615	2766480	2762802	-	y	x	x	x	x	NO	0	n	simple	0	x
1511	CCNA_02614	CCNA_02613	2762686	2761302	-	y	2762714	x	x	x	TRUE	1	n	simple	0	x
1510	CCNA_02612	CCNA_02612	2761115	2758473	-	n	2761162	2761128	x	x	TRUE	multiple	n	complex	0	x
1509	CCNA_02611	CCNA_02611	2758156	2757266	-	n	x	x	x	x	NO	0	n	simple	0	x
1505	CCNA_02606	CCNA_02603	2753765	2748535	-	y	2753841	2753826	x	x	TRUE	multiple	n	complex	0	x
1501	CCNA_02601	CCNA_02598	2747541	2744972	-	y	2747566	x	x	x	TRUE	1	y	complex	0	x
1500	CCNA_02597	CCNA_02597	2744892	2744512	-	n	2744920	x	x	x	POTENTIAL	1	n	simple	0	x
1499	CCNA_02596	CCNA_02596	2744340	2743723	-	n	2744457	2744422	x	x	TRUE	multiple	n	complex	0	x
1498	CCNA_02595	CCNA_02594	2743458	2742178	-	y	2743618	x	x	x	TRUE	1	n	simple	0	x
1497	CCNA_02593	CCNA_02593	2742110	2741733	-	n	x	x	x	x	NO	0	n	simple	0	x
1495	CCNA_02588	CCNA_02587	2739206	2736340	-	y	2739206	x	x	x	TRUE	1	n	simple	0	x
2411	CCNA_03970	CCNA_03970	2733348	2733157	-	n	2733390	x	x	x	TRUE	1	n	simple	0	x
1489	CCNA_02578	CCNA_02578	2729842	2729198	-	n	x	x	x	x	NO	0	y	complex	0	x
1487	CCNA_02575	CCNA_02575	2727531	2727217	-	n	2727659	x	x	x	TRUE	1	n	simple	0	x
1483	CCNA_02569	CCNA_02569	2721197	2720568	-	n	2721236	x	x	x	TRUE	1	n	simple	0	x
1478	CCNA_02564	CCNA_02563	2713130	2710778	-	y	2713165	x	x	x	TRUE	1	y	complex	0	x
1477	CCNA_02562	CCNA_02560	2710515	2706854	-	y	2710554	x	x	x	TRUE	1	n	simple	0	x
1476	CCNA_02559	CCNA_02559	2706730	2706236	-	n	x	x	x	x	NO	0	n	simple	0	x
1473	CCNA_02555	CCNA_02555	2703096	2702662	-	n	2703112	x	x	x	TRUE	1	n	simple	0	x
1470	CCNA_02547	CCNA_02544	2696318	2692471	-	y	2696466	2696372	x	x	TRUE	multiple	y	complex	0	x
1467	CCNA_02540	CCNA_02540	2690706	2689408	-	n	2690727	x	x	x	TRUE	1	n	simple	0	x
1465	CCNA_02538	CCNA_02538	2688045	2687023	-	n	2688045	x	x	x	POTENTIAL	1	y	complex	0	x
1462	CCNA_02534	CCNA_03969	2681133	2680864	-	y	2681158	x	x	x	TRUE	1	y	complex	0	x
1460	CCNA_02532	CCNA_02531	2680680	2679589	-	y	2680945	x	x	x	TRUE	1	y	complex	0	x
2387	CCNA_03899	CCNA_03899	2673444	2672953	-	n	2673478	x	x	x	TRUE	1	n	simple	0	x
1455	CCNA_02520	CCNA_02518	2670937	2667679	-	y	2670975	2670957	x	x	TRUE	multiple	n	complex	0	x
1453	CCNA_02516	CCNA_02516	2666892	2666167	-	n	2666918	2666910	x	x	TRUE	multiple	n	complex	0	x
1452	CCNA_02515	CCNA_02515	2665994	2665716	-	n	2666045	x	x	x	TRUE	1	n	simple	0	x
1450	CCNA_02513	CCNA_02511	2664847	2661300	-	y	2664869	x	x	x	POTENTIAL	1	y	complex	0	x
1448	CCNA_02506	CCNA_02506	2656214	2656074	-	n	x	x	x	x	NO	0	n	simple	0	x
1446	CCNA_02497	CCNA_02496	2647773	2644382	-	y	2647846	x	x	x	POTENTIAL	1	n	simple	0	x
1444	CCNA_02486	CCNA_02486	2635053	2634163	-	n	2635093	x	x	x	TRUE	1	n	simple	0	x
1443	CCNA_02485	CCNA_02482	2634048	2629234	-	y	x	x	x	x	NO	0	y	complex	0	x
1442	CCNA_02481	CCNA_02478	2629109	2622982	-	y	x	x	x	x	NO	0	n	simple	0	x
1440	CCNA_02475	CCNA_02475	2620783	2620049	-	n	2620783	x	x	x	TRUE	1	n	simple	0	x
1440.1	CCNA_02474	CCNA_02474	2619961	2619485	-	n	2619984	x	x	x	TRUE	1	n	simple	0	x
1438	CCNA_02470	CCNA_02470	2613682	2612678	-	n	x	x	x	x	NO	0	n	simple	0	x
1436	CCNA_02468	CCNA_02468	2611921	2611664	-	n	2611964	x	x	x	TRUE	1	y	complex	0	x
1436.1	CCNA_02467	CCNA_02465	2611620	2608583	-	y	2611869	2611637	x	x	TRUE	multiple	y	complex	0	x
1435	CCNA_02464	CCNA_02463	2607314	2605030	-	y	2607397	2607381	x	x	TRUE	multiple	y	complex	0	x
1433	CCNA_02461	CCNA_02460	2604170	2603208	-	y	2604192	x	x	x	TRUE	1	y	complex	0	x
1430	CCNA_02457	CCNA_02457	2599438	2598431	-	n	x	x	x	x	NO	0	n	simple	0	x
1429	CCNA_02456	CCNA_02456	2598337	2597600	-	n	x	x	x	x	NO	0	n	simple	0	x
1428	CCNA_02455	CCNA_02453	2597264	2592489	-	y	2597453	x	x	x	TRUE	1	y	complex	0	x
1424	CCNA_02448	CCNA_02446	2589782	2587166	-	y	2589827	x	x	x	TRUE	1	y	complex	0	x
1422	CCNA_02444	CCNA_02444	2586378	2585347	-	n	x	x	x	x	NO	0	y	complex	0	x
1421	CCNA_02443	CCNA_02443	2585281	2584421	-	n	2585456	x	x	x	TRUE	1	n	simple	0	x
1420	CCNA_02442	CCNA_02442	2584259	2582757	-	n	2584474	x	x	x	POTENTIAL	1	n	simple	0	x
1418	CCNA_02440	CCNA_02439	2582247	2579905	-	y	x	x	x	x	NO	0	n	simple	0	x
1416	CCNA_02437	CCNA_02434	2578719	2575252	-	y	2578748	x	x	x	TRUE	1	n	simple	0	x
1411	CCNA_02433	CCNA_02429	2575064	2570989	-	y	2575102	x	x	x	TRUE	1	y	complex	0	x
1410	CCNA_02428	CCNA_02425	2570892	2568833	-	y	2570970	x	x	x	TRUE	1	n	simple	0	x
1407	CCNA_02423	CCNA_02422	2567818	2566554	-	y	2567822	x	x	x	TRUE	1	n	simple	0	x
1406	CCNA_02421	CCNA_02419	2565640	2563550	-	y	2565884	2565861	x	x	TRUE	multiple	y	complex	0	x
1402	CCNA_02414	CCNA_02413	2559208	2557000	-	y	2559354	2559208	x	x	TRUE	multiple	y	complex	0	x
1400	CCNA_02411	CCNA_02411	2556000	2555134	-	n	x	x	x	x	NO	0	n	simple	0	x
1397	CCNA_02408	CCNA_02408	2551864	2550731	-	n	x	x	x	x	NO	0	n	simple	0	x
1396	CCNA_02407	CCNA_02407	2550660	2549896	-	n	2550660	x	x	x	POTENTIAL	1	n	simple	0	x
1394	CCNA_02402	CCNA_02402	2546151	2544607	-	n	2546181	x	x	x	TRUE	1	y	complex	0	x
1392	CCNA_02400	CCNA_02399	2543344	2541255	-	y	2543376	x	x	x	TRUE	1	n	simple	0	x
1391	CCNA_02398	CCNA_02398	2541193	2540198	-	n	x	x	x	x	NO	0	n	simple	0	x
1389	CCNA_02396	CCNA_02396	2539389	2538661	-	n	x	x	x	x	NO	0	y	complex	0	x
1388	CCNA_02395	CCNA_02395	2538489	2538160	-	n	2538508	x	x	x	TRUE	1	n	simple	0	x
1387	CCNA_02394	CCNA_02394	2538052	2537390	-	n	x	x	x	x	NO	0	n	simple	0	x
1383	CCNA_02389	CCNA_02386	2534233	2529502	-	y	x	x	x	x	NO	0	n	simple	0	x
1382	CCNA_02385	CCNA_02385	2529388	2528009	-	n	2529411	x	x	x	TRUE	1	n	simple	0	x
1381	CCNA_02384	CCNA_02383	2527813	2525071	-	y	2527826	x	x	x	TRUE	1	y	complex	0	x
1379	CCNA_02380	CCNA_02379	2523348	2522509	-	y	2523419	x	x	x	POTENTIAL	1	n	simple	0	x
1377	CCNA_02377	CCNA_02377	2521242	2520520	-	n	2521324	2521312	x	x	TRUE	multiple	y	complex	0	x
1375	CCNA_02375	CCNA_02372	2520256	2518633	-	y	x	x	x	x	NO	0	n	simple	0	x
1372	CCNA_02369	CCNA_02368	2513830	2510397	-	y	x	x	x	x	NO	0	n	simple	0	x
1369	CCNA_02366	CCNA_02365	2509065	2505205	-	y	2509131	x	x	x	TRUE	1	n	simple	0	x
1368	CCNA_02364	CCNA_02364	2505081	2502736	-	n	2505113	x	x	x	TRUE	1	n	simple	0	x
1366	CCNA_02362	CCNA_02362	2502216	2501722	-	n	2502216	x	x	x	POTENTIAL	1	n	simple	0	x
1365	CCNA_02361	CCNA_02357	2501627	2496500	-	y	2501665	x	x	x	POTENTIAL	1	y	complex	0	x
1363	CCNA_02356	CCNA_02356	2496361	2495393	-	n	x	x	x	x	NO	0	n	simple	0	x
1360	CCNA_02353	CCNA_02351	2493258	2489936	-	y	2493318	x	x	x	TRUE	1	n	simple	0	x
1355	CCNA_02344	CCNA_02344	2484849	2484136	-	n	2484878	x	x	x	TRUE	1	n	simple	0	x
1354	CCNA_02343	CCNA_02343	2484043	2482784	-	n	x	x	x	x	NO	0	n	simple	0	x
1353	CCNA_02342	CCNA_02342	2482681	2481416	-	n	2482715	x	x	x	TRUE	1	n	simple	0	x
1351	CCNA_02340	CCNA_02338	2480647	2478190	-	y	2480674	x	x	x	TRUE	1	y	complex	0	x
1350	CCNA_02337	CCNA_02336	2478101	2476809	-	y	2478179	2478126	x	x	TRUE	multiple	n	complex	0	x
1348	CCNA_02333	CCNA_02333	2475422	2474478	-	n	2475422	x	x	x	TRUE	1	n	simple	0	x
1344	CCNA_02327	CCNA_02327	2470195	2469374	-	n	2470214	2470204	x	x	TRUE	multiple	n	complex	0	x
1343	CCNA_02326	CCNA_02325	2469219	2466949	-	y	2469275	x	x	x	TRUE	1	n	simple	0	x
1342	CCNA_02324	CCNA_02324	2466731	2465823	-	n	2466731	x	x	x	POTENTIAL	1	n	simple	0	x
1339	CCNA_02320	CCNA_02320	2463360	2462335	-	n	2463361	x	x	x	TRUE	1	n	simple	0	x
1338	CCNA_02319	CCNA_02319	2462216	2461698	-	n	x	x	x	x	NO	0	n	simple	0	x
1337	CCNA_02318	CCNA_02314	2461581	2459534	-	y	2461605	x	x	x	TRUE	1	n	simple	0	x
1335	CCNA_02313	CCNA_02313	2459416	2458478	-	n	x	x	x	x	NO	0	n	simple	0	x
1334	CCNA_02312	CCNA_02312	2458384	2457494	-	n	2458404	x	x	x	TRUE	1	n	simple	0	x
1331	CCNA_02308	CCNA_02308	2454331	2453477	-	n	x	x	x	x	NO	0	n	simple	0	x
1329	CCNA_02303	CCNA_02303	2449281	2448736	-	n	2449306	x	x	x	TRUE	1	n	simple	0	x
1327	CCNA_02298	CCNA_02297	2445762	2444280	-	y	2445832	2445764	x	x	POTENTIAL	multiple	n	simple	0	x
1325	CCNA_02293	CCNA_02292	2441148	2439791	-	y	2441313	x	x	x	POTENTIAL	1	n	simple	0	x
